"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Dlg1.3",1.55902060620182e-26,1.17945724817667,0.779,0.617,5.03329802712257e-22,"5","Dlg1"
"Dnm3.2",1.61319684781197e-26,1.0277080692325,0.817,0.716,5.20820602316096e-22,"5","Dnm3"
"Peg13.2",1.61794991304353e-26,0.844457308886093,0.898,0.838,5.22355129426104e-22,"5","Peg13"
"Ndufs7.2",1.8326481493809e-26,0.612270513354682,0.974,0.967,5.91670455027625e-22,"5","Ndufs7"
"Nvl.4",1.86424232214914e-26,1.65642018167707,0.57,0.328,6.0187063370585e-22,"5","Nvl"
"Scn3b.3",1.97212037010822e-26,-3.36655608444202,0.038,0.403,6.36699061489438e-22,"5","Scn3b"
"Arhgef10l.2",2.17546168862648e-26,1.77944580421924,0.587,0.355,7.02347806173058e-22,"5","Arhgef10l"
"Plekho1.3",2.19158559462329e-26,1.46491508709653,0.651,0.431,7.07553409224129e-22,"5","Plekho1"
"Igfbp4.5",2.23929699254671e-26,-2.61791151603598,0.072,0.453,7.22957034043706e-22,"5","Igfbp4"
"2010204K13Rik.4",2.25209927736926e-26,-3.1536833478531,0.047,0.412,7.27090251698665e-22,"5","2010204K13Rik"
"Ildr2.4",2.2615492701137e-26,-3.24878282639177,0.06,0.421,7.30141181856209e-22,"5","Ildr2"
"Ap3m2.4",2.35593670561877e-26,1.2193692566548,0.762,0.588,7.60614165409019e-22,"5","Ap3m2"
"Gtpbp6.2",2.41354598050992e-26,1.44851784700003,0.677,0.465,7.79213319807626e-22,"5","Gtpbp6"
"Ak5.4",2.43491080810618e-26,-2.59255879881434,0.115,0.483,7.86110954397079e-22,"5","Ak5"
"Ice1.2",2.53381906202668e-26,1.4868432675221,0.677,0.473,8.18043484175314e-22,"5","Ice1"
"Ubr4.2",2.55717362650977e-26,1.08636524690049,0.817,0.691,8.25583505318679e-22,"5","Ubr4"
"Cmtr1.2",2.90430649109848e-26,1.20514371887617,0.749,0.593,9.37655350651146e-22,"5","Cmtr1"
"Vat1l.4",3.3718678213669e-26,1.38728898981076,0.634,0.375,1.0886075261283e-21,"5","Vat1l"
"Cpt1c.3",3.38150534664161e-26,1.19381931673927,0.791,0.607,1.09171900116325e-21,"5","Cpt1c"
"B230334C09Rik.4",3.46209112636572e-26,-3.24518857279275,0.047,0.408,1.11773612014717e-21,"5","B230334C09Rik"
"Raf1.3",3.85586374331102e-26,1.23238455909433,0.74,0.564,1.24486560952796e-21,"5","Raf1"
"Cpe.4",3.96781089644223e-26,-0.62145555495305,1,1,1.28100774791637e-21,"5","Cpe"
"Scyl1",4.19452054050533e-26,1.45312688248519,0.681,0.509,1.35420095650215e-21,"5","Scyl1"
"Prxl2a.2",4.52436936547119e-26,-0.987228142045252,0.557,0.892,1.46069264964237e-21,"5","Prxl2a"
"Gria1.3",5.29179746784507e-26,-1.44870366492552,0.515,0.787,1.70845681249378e-21,"5","Gria1"
"Cntnap4.4",5.40919913294591e-26,1.81098715571635,0.481,0.227,1.74635994007159e-21,"5","Cntnap4"
"Shroom2.4",5.5564974152392e-26,-1.90379033092282,0.145,0.529,1.79391519050998e-21,"5","Shroom2"
"Cdon",5.84833824413713e-26,2.55494578758085,0.306,0.095,1.88813600211967e-21,"5","Cdon"
"Ip6k1.2",5.97207100805321e-26,0.979593885090814,0.881,0.82,1.92808312494998e-21,"5","Ip6k1"
"Baz2b.1",5.9741468163777e-26,1.56351274434311,0.621,0.397,1.92875329966754e-21,"5","Baz2b"
"Fndc5.4",6.03393312004514e-26,0.98929123585367,0.847,0.703,1.94805530780657e-21,"5","Fndc5"
"Tinf2.1",6.12849067609997e-26,2.09962761163077,0.404,0.161,1.97858321477888e-21,"5","Tinf2"
"Jph4.4",6.23738985182101e-26,0.794033660421117,0.898,0.781,2.01374131366041e-21,"5","Jph4"
"Gle1.2",6.50913984580284e-26,1.47445410133601,0.655,0.446,2.10147579921745e-21,"5","Gle1"
"Icmt.5",6.85659891704428e-26,0.892035088841454,0.762,0.54,2.21365296036775e-21,"5","Icmt"
"Kcnip2.5",7.14207686562624e-26,-3.01034028376967,0.055,0.416,2.30581951606743e-21,"5","Kcnip2"
"Tmem191c.3",7.40556210428996e-26,-1.60602864803884,0.209,0.608,2.39088572537001e-21,"5","Tmem191c"
"Ppp6r3.3",7.63429542862122e-26,1.20118474248682,0.711,0.543,2.46473227913036e-21,"5","Ppp6r3"
"Cdc42bpa.4",7.69640496890758e-26,0.893527962906226,0.898,0.836,2.48478434421181e-21,"5","Cdc42bpa"
"Tmeff1.2",7.8260621011077e-26,-1.73208989459644,0.191,0.599,2.52664414934262e-21,"5","Tmeff1"
"Dbn1.4",7.83892429887003e-26,-1.41914749270188,0.336,0.69,2.53079670989019e-21,"5","Dbn1"
"Icam5.5",8.31424098811108e-26,-3.02127722073641,0.089,0.444,2.68425270301166e-21,"5","Icam5"
"Tacc2.4",8.74979147635402e-26,1.26669104118855,0.711,0.527,2.8248701781409e-21,"5","Tacc2"
"Txn2.3",8.75550794174542e-26,0.804984937488937,0.915,0.87,2.82671573899251e-21,"5","Txn2"
"Unc5b.3",9.57883412938153e-26,1.27948688719224,0.617,0.357,3.09252659867083e-21,"5","Unc5b"
"Lamtor4.1",1.00903050038001e-25,0.799266363781732,0.911,0.866,3.25765497047687e-21,"5","Lamtor4"
"Fbxo9.3",1.05522257588129e-25,1.00096529929472,0.838,0.744,3.40678608623274e-21,"5","Fbxo9"
"Rasgrp1.4",1.26549175850214e-25,-2.08145496772906,0.302,0.635,4.08564014232415e-21,"5","Rasgrp1"
"Rbm10.3",1.32984724594115e-25,1.5261799172867,0.66,0.461,4.293411833521e-21,"5","Rbm10"
"Epc1.2",1.43498539205307e-25,1.66151957295833,0.566,0.332,4.63285033824335e-21,"5","Epc1"
"B230219D22Rik.2",1.65441239063163e-25,1.01458740189878,0.809,0.663,5.34127040315422e-21,"5","B230219D22Rik"
"Plekha5.3",1.6563411924833e-25,1.73839825680209,0.613,0.404,5.34749753993233e-21,"5","Plekha5"
"Rfng.2",1.71697662873138e-25,1.15748853669085,0.749,0.596,5.54325904585925e-21,"5","Rfng"
"Eif4ebp3.3",2.27964091060347e-25,1.95465443228376,0.46,0.216,7.35982067988331e-21,"5","Eif4ebp3"
"Crtac1.3",2.40717566618513e-25,-3.19542883276693,0.043,0.396,7.77156663827868e-21,"5","Crtac1"
"Tmem259.2",2.48870713280975e-25,0.982771138814413,0.855,0.775,8.03479097827628e-21,"5","Tmem259"
"Mamld1.4",2.52220909526243e-25,1.67460844121179,0.566,0.33,8.14295206405477e-21,"5","Mamld1"
"Slc17a6.3",2.74546989889312e-25,-3.08920525742941,0.077,0.433,8.86374956857643e-21,"5","Slc17a6"
"Telo2.2",3.04498778849166e-25,2.15692654967342,0.477,0.244,9.83074307514534e-21,"5","Telo2"
"Pcbp3.2",3.06501982496617e-25,1.3300676965008,0.685,0.492,9.89541650490328e-21,"5","Pcbp3"
"Pnn.1",3.08283719321367e-25,1.44890125699703,0.698,0.509,9.95293987829032e-21,"5","Pnn"
"Socs7.4",3.3845377114092e-25,1.63010684695478,0.596,0.378,1.09269800012846e-20,"5","Socs7"
"Rpl21.1",3.46354933077002e-25,-0.30502327478582,1,1,1.1182069014391e-20,"5","Rpl21"
"Lhx2.5",3.5556288519563e-25,-3.60175424962594,0.021,0.367,1.14793477485409e-20,"5","Lhx2"
"Vstm2a.3",3.59486910795762e-25,-1.94737167018438,0.128,0.509,1.16060349150412e-20,"5","Vstm2a"
"Specc1.2",4.10568633443726e-25,1.18864170982079,0.723,0.542,1.32552083307307e-20,"5","Specc1"
"Edil3.3",4.14313556014167e-25,-1.30314731543159,0.391,0.759,1.33761131559174e-20,"5","Edil3"
"Fads2.4",4.55413515591125e-25,-1.08369181508284,0.46,0.807,1.47030253508595e-20,"5","Fads2"
"Ddt.3",4.63686117430509e-25,0.809505610598079,0.881,0.797,1.4970106301244e-20,"5","Ddt"
"Snhg3.2",5.01851885339944e-25,1.32382874368154,0.689,0.504,1.62022881182001e-20,"5","Snhg3"
"Miat.3",5.13382255544411e-25,-2.20252163082685,0.123,0.494,1.65745461202513e-20,"5","Miat"
"Rcan3.4",5.31025479822395e-25,1.63866516726037,0.574,0.331,1.7144157616066e-20,"5","Rcan3"
"Ovgp1",5.52690865671074e-25,3.04472640127644,0.277,0.082,1.78436245981906e-20,"5","Ovgp1"
"Begain.3",5.77146689338631e-25,-1.4959402197863,0.247,0.622,1.86331808652977e-20,"5","Begain"
"Mrpl53.2",5.91981089977927e-25,0.93669837485445,0.838,0.751,1.91121094899374e-20,"5","Mrpl53"
"Vxn.4",6.07042581910827e-25,-3.07817386007974,0.089,0.439,1.9598369756991e-20,"5","Vxn"
"Ccdc84",6.13792668781001e-25,2.29268151573646,0.37,0.145,1.98162963115946e-20,"5","Ccdc84"
"Kidins220.2",7.0731276101123e-25,0.7560819519649,0.919,0.837,2.28355924892476e-20,"5","Kidins220"
"Nt5c.3",7.46532666114509e-25,1.18216050755927,0.77,0.624,2.41018071255069e-20,"5","Nt5c"
"Ubp1.3",7.561969811711e-25,1.36912445439969,0.672,0.478,2.4413819537109e-20,"5","Ubp1"
"Cep120.3",9.40138304444897e-25,1.54116471605609,0.604,0.369,3.03523651590035e-20,"5","Cep120"
"Eif2s3y.1",9.74552220555438e-25,1.58841778077957,0.591,0.374,3.14634184406323e-20,"5","Eif2s3y"
"Slc30a3.5",9.98815568740007e-25,-3.24488611262153,0.055,0.404,3.22467606367711e-20,"5","Slc30a3"
"Supt20",9.98830977509945e-25,1.95056262542697,0.506,0.278,3.22472581089086e-20,"5","Supt20"
"Pcdh10.3",1.02884912724546e-24,-1.57036373711147,0.221,0.598,3.32163940731198e-20,"5","Pcdh10"
"Golm1",1.05131133840663e-24,2.2774176069771,0.374,0.146,3.39415865604581e-20,"5","Golm1"
"Pdhb.2",1.11628804512593e-24,0.839010519932001,0.894,0.81,3.60393595368905e-20,"5","Pdhb"
"Ppt2.1",1.1177106863305e-24,1.56606113490474,0.626,0.408,3.60852895081803e-20,"5","Ppt2"
"Gabra2.3",1.21789030402683e-24,-1.60514528694065,0.221,0.591,3.93195884655062e-20,"5","Gabra2"
"Iqsec2.3",1.38697934009493e-24,1.22367408096009,0.77,0.629,4.47786279949649e-20,"5","Iqsec2"
"Pon2",1.39144569171388e-24,-1.31606681942368,0.272,0.674,4.49228241569826e-20,"5","Pon2"
"Cdk11b.1",1.42615799580145e-24,1.23072006383881,0.753,0.612,4.604351089445e-20,"5","Cdk11b"
"Spock3.4",1.45037045205885e-24,-1.39771010372653,0.349,0.71,4.682521004472e-20,"5","Spock3"
"Ppm1d",1.55046530011787e-24,1.87282467251169,0.451,0.206,5.00567722143056e-20,"5","Ppm1d"
"Mapk1ip1.2",1.60930292885301e-24,1.47384407420563,0.638,0.436,5.19563450580194e-20,"5","Mapk1ip1"
"Oxr1.3",1.64918305696011e-24,0.793376750240503,0.881,0.845,5.32438749939572e-20,"5","Oxr1"
"Pam.5",1.76057597227637e-24,-2.37240733071567,0.081,0.444,5.68401952649427e-20,"5","Pam"
"Map1a.2",1.76106743068644e-24,-0.770504152815997,0.8,0.956,5.68560619997116e-20,"5","Map1a"
"Lrrtm1.2",1.78997866052472e-24,-2.68431699789224,0.064,0.418,5.77894610550407e-20,"5","Lrrtm1"
"Ggt7.3",1.8187615413339e-24,0.927618020454738,0.838,0.706,5.87187163619649e-20,"5","Ggt7"
"Slc39a13.4",1.88582172369213e-24,1.66883824692912,0.562,0.331,6.08837543494003e-20,"5","Slc39a13"
"Gas5.3",1.98849576219965e-24,-0.546127354407067,0.974,0.995,6.41985856826156e-20,"5","Gas5"
"Pcf11.2",2.018257809842e-24,1.56555245693447,0.587,0.354,6.51594533907489e-20,"5","Pcf11"
"Crebbp.3",2.11614804281348e-24,1.20731505113481,0.732,0.59,6.83198395622331e-20,"5","Crebbp"
"Ctcf.1",2.26403048973807e-24,1.51177396742973,0.626,0.423,7.30942243611935e-20,"5","Ctcf"
"Ivns1abp.3",2.27869882169254e-24,1.02108312769984,0.817,0.713,7.35677914583436e-20,"5","Ivns1abp"
"Kif26b.1",2.34795394526028e-24,2.26640118316032,0.4,0.172,7.58036931227283e-20,"5","Kif26b"
"Stx1a.4",2.50994613906401e-24,-2.91214152824042,0.081,0.43,8.10336110996814e-20,"5","Stx1a"
"Usp28.1",2.51466414331701e-24,2.1508989386882,0.43,0.201,8.11859318669898e-20,"5","Usp28"
"Hif1a.3",2.55422117280498e-24,1.20218210812595,0.723,0.574,8.24630305640086e-20,"5","Hif1a"
"Trio.4",2.60192605448128e-24,1.0798508599358,0.779,0.638,8.40031826689282e-20,"5","Trio"
"Psd3.4",2.62635167798553e-24,0.781540076935,0.906,0.783,8.47917639237628e-20,"5","Psd3"
"Carmil2.3",2.72965597762626e-24,1.23299229822739,0.715,0.542,8.81269432376638e-20,"5","Carmil2"
"Mrps26.2",2.90330490869426e-24,0.936723478442853,0.872,0.765,9.37331989771942e-20,"5","Mrps26"
"Kctd17.2",3.47396689372207e-24,0.707151132528713,0.919,0.863,1.12157021163817e-19,"5","Kctd17"
"Tra2b.1",3.54420400527968e-24,1.11722451766093,0.766,0.623,1.14424626310454e-19,"5","Tra2b"
"Cnot3.3",3.61909121975449e-24,1.52874296743193,0.613,0.416,1.16842360029774e-19,"5","Cnot3"
"Atp1a2.3",3.6291676413221e-24,-0.700808745194732,0.983,0.998,1.17167677300084e-19,"5","Atp1a2"
"Kctd2.5",3.74910655623727e-24,1.02188756637992,0.804,0.682,1.2103990516812e-19,"5","Kctd2"
"Inpp5b.3",3.97600472805042e-24,1.66582216654378,0.574,0.351,1.28365312645108e-19,"5","Inpp5b"
"Syt5.3",3.98262788233811e-24,-2.14608895583133,0.153,0.506,1.28579141181286e-19,"5","Syt5"
"Gtf2i.1",4.28070142389251e-24,0.721403222402532,0.928,0.888,1.3820244547037e-19,"5","Gtf2i"
"Chrm1.4",4.58644169223617e-24,-3.54720713063951,0.034,0.368,1.48073270033845e-19,"5","Chrm1"
"Ik.1",4.60173700580509e-24,0.94144730295669,0.847,0.723,1.48567079232417e-19,"5","Ik"
"Pdxp.3",4.87662826248375e-24,0.742110814865296,0.906,0.869,1.57441943454288e-19,"5","Pdxp"
"Tnrc6c.2",4.89481042168026e-24,1.4252502843406,0.66,0.465,1.58028954463947e-19,"5","Tnrc6c"
"Prrc2b.1",4.90157184376493e-24,0.773687605339178,0.915,0.895,1.58247246975951e-19,"5","Prrc2b"
"Ankrd10.2",5.56766957174494e-24,1.73079283501494,0.574,0.359,1.79752212123785e-19,"5","Ankrd10"
"Entr1.1",5.81425638746565e-24,1.24673390126375,0.719,0.548,1.87713267469329e-19,"5","Entr1"
"Prickle2.3",6.2240932239668e-24,-1.85739137205954,0.153,0.527,2.00944849735768e-19,"5","Prickle2"
"Pak3.4",6.53043344618049e-24,-2.06439625271726,0.102,0.467,2.10835043809937e-19,"5","Pak3"
"Adarb1.3",6.84436214048687e-24,0.559923710991103,0.898,0.781,2.20970231705619e-19,"5","Adarb1"
"Atg4d.3",6.95810566024932e-24,1.51015884372525,0.596,0.379,2.24642441241149e-19,"5","Atg4d"
"2210016L21Rik.2",6.98810153086568e-24,0.889645787855177,0.872,0.819,2.25610857923999e-19,"5","2210016L21Rik"
"Lamp5.4",7.1090292904653e-24,-3.60961669567337,0.051,0.387,2.29515010642672e-19,"5","Lamp5"
"Epha8.1",7.29378919058799e-24,1.82270164015092,0.451,0.203,2.35479984018133e-19,"5","Epha8"
"Hjurp.3",7.48357305697534e-24,1.45176053962291,0.626,0.424,2.41607156144449e-19,"5","Hjurp"
"Rps7.1",8.36281192053999e-24,-0.388309010687207,1,1,2.69993382854634e-19,"5","Rps7"
"Ptgds.4",8.67589522500645e-24,-1.90839430301793,1,1,2.80101277339333e-19,"5","Ptgds"
"Hnrnpul2.1",8.80125777342849e-24,0.919415456030814,0.838,0.742,2.84148607215139e-19,"5","Hnrnpul2"
"Cox20.2",9.72582634607577e-24,1.00858792270073,0.804,0.716,3.13998303583056e-19,"5","Cox20"
"Cyhr1.2",1.01061760976227e-23,0.731761895300912,0.911,0.876,3.26277895311749e-19,"5","Cyhr1"
"Pde1b.4",1.01272307613509e-23,-1.45249738682727,0.26,0.625,3.26957645130214e-19,"5","Pde1b"
"Sh3bgrl3.3",1.02015156992942e-23,-0.784215236309157,0.753,0.93,3.29355934351714e-19,"5","Sh3bgrl3"
"Rpl7a.1",1.02786726845925e-23,-0.501040572124354,0.932,0.994,3.31846947622069e-19,"5","Rpl7a"
"Il11ra1.2",1.15938786793161e-23,1.56180278110708,0.63,0.425,3.74308373161719e-19,"5","Il11ra1"
"Dync1h1.1",1.17314582552882e-23,0.612184373247347,0.949,0.952,3.78750129771981e-19,"5","Dync1h1"
"Atp11b.1",1.23858560544101e-23,1.59164673426952,0.587,0.367,3.9987736271663e-19,"5","Atp11b"
"Sharpin.2",1.23899940621096e-23,1.64811738421714,0.617,0.426,4.00010958295209e-19,"5","Sharpin"
"Calb1.5",1.38770190402802e-23,0.371061763730561,0.911,0.748,4.48019559715445e-19,"5","Calb1"
"Bcl11a.4",1.40483772642746e-23,-2.37288173470741,0.098,0.448,4.53551859977107e-19,"5","Bcl11a"
"Ngef.3",1.43230549487644e-23,-1.95018228489341,0.209,0.555,4.62419829020859e-19,"5","Ngef"
"Flywch1.3",1.49557103163024e-23,0.621420367250927,0.97,0.92,4.82845107561821e-19,"5","Flywch1"
"Dclk1.4",1.58790280739998e-23,0.705967840033256,0.915,0.835,5.12654421369084e-19,"5","Dclk1"
"Rps13",1.6862689498172e-23,-0.39165793017894,0.996,0.998,5.44411930448484e-19,"5","Rps13"
"Higd1a.4",1.68906641618024e-23,0.644930526365135,0.953,0.93,5.45315092463792e-19,"5","Higd1a"
"Upf1.3",1.75855610809218e-23,1.49883479604017,0.63,0.422,5.67749839497561e-19,"5","Upf1"
"Bcar1.4",1.76420956648367e-23,1.05010086192117,0.757,0.585,5.69575058539252e-19,"5","Bcar1"
"Osbpl6.4",1.78890259665076e-23,1.30026767959111,0.647,0.436,5.77547203328697e-19,"5","Osbpl6"
"Atp6v0a1.2",1.81302392085156e-23,0.700642007967673,0.945,0.874,5.85334772846927e-19,"5","Atp6v0a1"
"Tbc1d16.3",1.89872086804622e-23,1.56183719404116,0.562,0.324,6.13002032248722e-19,"5","Tbc1d16"
"Fgf13.2",1.92454930538387e-23,-1.59292401201288,0.234,0.595,6.21340743243183e-19,"5","Fgf13"
"Polr2i.2",2.11211197250091e-23,0.879401210802114,0.847,0.793,6.81895350321918e-19,"5","Polr2i"
"Sbf1.3",2.12902247444004e-23,0.86443872347784,0.855,0.797,6.87354905872966e-19,"5","Sbf1"
"Txndc11.2",2.3109301931182e-23,1.61164952833381,0.57,0.355,7.46083812848209e-19,"5","Txndc11"
"Cplane1.2",2.50962587666301e-23,1.70818221860809,0.566,0.35,8.10232714280654e-19,"5","Cplane1"
"Cbfa2t3.3",2.57881416877402e-23,1.80783698054307,0.506,0.278,8.32570154388693e-19,"5","Cbfa2t3"
"Tsnax.4",2.66546048804629e-23,0.965569339668555,0.809,0.733,8.60543918565743e-19,"5","Tsnax"
"Rian.4",2.69823133828443e-23,0.946512482221637,0.834,0.707,8.71123987565127e-19,"5","Rian"
"Gda.5",2.7105534284206e-23,-3.12854434731974,0.068,0.398,8.7510217436559e-19,"5","Gda"
"Tusc3.3",2.83240961045337e-23,-1.39987376319558,0.281,0.635,9.14443442734872e-19,"5","Tusc3"
"Usp34.1",2.89462279219795e-23,1.15212012618871,0.757,0.598,9.3452896846111e-19,"5","Usp34"
"Tmem176b.3",3.13810119260811e-23,-1.71497165502544,0.149,0.523,1.01313597003353e-18,"5","Tmem176b"
"Pou3f3.3",3.14163162313333e-23,-1.35804634933902,0.255,0.635,1.01427576952859e-18,"5","Pou3f3"
"Rsrc2.2",3.36657505374582e-23,1.06033148660676,0.749,0.596,1.08689875610184e-18,"5","Rsrc2"
"Foxn3.4",3.37774271051647e-23,1.16108680664853,0.719,0.534,1.09050423409024e-18,"5","Foxn3"
"Slc6a8.4",3.5592878412472e-23,1.05085964004961,0.774,0.651,1.14911607954666e-18,"5","Slc6a8"
"Pde1a.5",3.6530935127541e-23,-2.92575254811007,0.081,0.411,1.17940124059266e-18,"5","Pde1a"
"Rpl28.1",3.66054649429027e-23,-0.346137640610642,1,1,1.18180743568161e-18,"5","Rpl28"
"Foxn2.1",3.69567490793302e-23,1.76717073045374,0.434,0.198,1.19314864402618e-18,"5","Foxn2"
"Fth1.3",3.73068348329897e-23,-0.660333520541685,1,1,1.20445116258307e-18,"5","Fth1"
"Lrp1.1",3.7737139837551e-23,0.640288992528699,0.928,0.923,1.21834355965533e-18,"5","Lrp1"
"Ociad2.5",3.8524374731842e-23,-1.54092286640818,0.23,0.602,1.24375943821752e-18,"5","Ociad2"
"Brd2",3.85438704605632e-23,0.972771896286419,0.809,0.724,1.24438885781928e-18,"5","Brd2"
"Eif1.1",4.02998087099977e-23,0.353951557460731,1,0.999,1.30107932420228e-18,"5","Eif1"
"Foxg1.5",4.07766958941345e-23,-3.2465086735023,0.047,0.376,1.31647562694213e-18,"5","Foxg1"
"Rab3a.2",4.70738070044843e-23,0.429118215284385,1,0.987,1.51977785913978e-18,"5","Rab3a"
"E2f4.3",4.80316501539833e-23,1.71128363760948,0.574,0.383,1.55070182522135e-18,"5","E2f4"
"Iffo2.1",5.24072709013544e-23,2.04162680833963,0.413,0.187,1.69196874105023e-18,"5","Iffo2"
"Meis2.3",5.2943362123144e-23,-3.88756228993947,0.017,0.337,1.7092764461457e-18,"5","Meis2"
"Cox8a.1",5.3284821317091e-23,0.254083388568258,1,1,1.72030045622228e-18,"5","Cox8a"
"Hnrnpk.1",5.5374592715695e-23,0.519163104037801,0.991,0.964,1.78776872582621e-18,"5","Hnrnpk"
"St6galnac5.5",5.58987054748995e-23,-3.67549383844266,0.034,0.355,1.80468970625713e-18,"5","St6galnac5"
"Frmpd4.4",5.66427434721692e-23,-2.36150970870303,0.077,0.422,1.82871097299898e-18,"5","Frmpd4"
"Hmgcl.3",5.72350806997903e-23,1.41063635785622,0.664,0.502,1.84783458039273e-18,"5","Hmgcl"
"Mllt6.2",5.81015762093429e-23,1.2004268732748,0.745,0.623,1.87580938791864e-18,"5","Mllt6"
"Mgat3.2",5.82386708030781e-23,1.02254797395671,0.791,0.69,1.88023548687738e-18,"5","Mgat3"
"Vamp2.4",5.83351604597664e-23,0.44864613774522,1,0.987,1.88335065544356e-18,"5","Vamp2"
"Pcsk4",6.06977985980274e-23,2.85980758598851,0.251,0.073,1.95962842773731e-18,"5","Pcsk4"
"Dazap1.1",6.1272928021796e-23,1.39383360765923,0.643,0.456,1.97819648118368e-18,"5","Dazap1"
"Tenm2.3",7.51564243029764e-23,-2.13745331885482,0.094,0.448,2.42642515862159e-18,"5","Tenm2"
"Phc2.4",8.56434380114683e-23,1.04196046059374,0.774,0.678,2.76499839620025e-18,"5","Phc2"
"Ttc9b.4",9.3291001133287e-23,0.75178756830135,0.877,0.797,3.01189997158817e-18,"5","Ttc9b"
"Rps15a.4",9.54743585115401e-23,-0.422282853780906,0.987,1,3.08238966454507e-18,"5","Rps15a"
"Dele1.2",1.17312584470923e-22,1.60878210407554,0.54,0.315,3.78743678964374e-18,"5","Dele1"
"Adcy2.3",1.17587289376447e-22,-1.3960995676615,0.17,0.553,3.79630563751859e-18,"5","Adcy2"
"Inpp5f.3",1.19317320905992e-22,1.05108052805156,0.766,0.653,3.85215970544995e-18,"5","Inpp5f"
"Chd4.1",1.23754867091897e-22,0.884103845038697,0.826,0.767,3.99542588406189e-18,"5","Chd4"
"Ssbp3.3",1.30858632080158e-22,0.952923041491451,0.83,0.69,4.2247709367079e-18,"5","Ssbp3"
"Ppan.2",1.31864713714073e-22,1.82945092355405,0.494,0.262,4.25725228225884e-18,"5","Ppan"
"Malat1.2",1.35705786119507e-22,-1.00891948948795,0.77,0.958,4.38126130486829e-18,"5","Malat1"
"Flcn.2",1.37269694296615e-22,1.4031657194379,0.617,0.436,4.43175208036622e-18,"5","Flcn"
"Gja1.5",1.40147733258661e-22,-0.842434374406987,0.677,0.915,4.52466956825586e-18,"5","Gja1"
"Ctsf.2",1.4153728643636e-22,1.02839886454091,0.796,0.66,4.56953129259787e-18,"5","Ctsf"
"Sh3bgrl.2",1.48610561030726e-22,-1.47016230204555,0.204,0.574,4.79789196287698e-18,"5","Sh3bgrl"
"Strbp.4",1.50716112078687e-22,0.900316546626492,0.83,0.711,4.86586967846041e-18,"5","Strbp"
"Epha4.4",1.55354860259777e-22,-1.72523158246506,0.196,0.545,5.01563166348691e-18,"5","Epha4"
"Tcf25.2",1.55514187254707e-22,0.489534606485513,0.983,0.977,5.02077553551822e-18,"5","Tcf25"
"Olfm2.3",1.6864548327473e-22,-2.08180290612196,0.115,0.459,5.44471942752467e-18,"5","Olfm2"
"Soga1",1.72715432832498e-22,2.37450111155794,0.26,0.076,5.5761177489972e-18,"5","Soga1"
"Efnb3.4",1.76781588370629e-22,-1.34645963469006,0.281,0.661,5.70739358054576e-18,"5","Efnb3"
"Bax.1",1.77541750669339e-22,1.18273186979483,0.757,0.622,5.7319354203596e-18,"5","Bax"
"Stx5a.2",1.80858306936509e-22,1.31321705980832,0.689,0.524,5.8390104394452e-18,"5","Stx5a"
"Stmn4.3",1.83094083715009e-22,-0.892735168880115,0.723,0.944,5.91119249273906e-18,"5","Stmn4"
"Wrap73.4",1.83601443014371e-22,1.58400691691273,0.574,0.371,5.92757258771897e-18,"5","Wrap73"
"Pias4.2",1.91111439353666e-22,1.75173610547173,0.506,0.276,6.17003281953309e-18,"5","Pias4"
"Tnfrsf21.2",1.94119417058369e-22,-1.68699594363544,0.157,0.529,6.26714537972945e-18,"5","Tnfrsf21"
"Fam107b.5",1.9585840210962e-22,1.05861611280506,0.553,0.269,6.32328851210909e-18,"5","Fam107b"
"Ipo9.2",1.97651478727268e-22,1.16720676647932,0.749,0.634,6.38117799070983e-18,"5","Ipo9"
"Gabra5.2",2.04862537897075e-22,-3.53367366198321,0.03,0.348,6.61398703600706e-18,"5","Gabra5"
"Abcf1.1",2.13731929984224e-22,1.09151831800676,0.766,0.643,6.90033535954068e-18,"5","Abcf1"
"Maf1.2",2.13981276773601e-22,0.957844988606591,0.826,0.722,6.90838552063572e-18,"5","Maf1"
"Mgp.2",2.19159372163322e-22,-2.47496884106977,0.191,0.556,7.07556033029285e-18,"5","Mgp"
"Rasa4.1",2.30799564444841e-22,1.98753408173316,0.37,0.149,7.45136393810168e-18,"5","Rasa4"
"Dalrd3.3",2.48279439142129e-22,1.25978683267399,0.745,0.608,8.01570169270363e-18,"5","Dalrd3"
"Gng5.3",2.77575468059767e-22,-0.825899935341644,0.643,0.926,8.96152398630956e-18,"5","Gng5"
"Tanc2.4",2.90061881597987e-22,-1.87256148406373,0.123,0.472,9.36464784739102e-18,"5","Tanc2"
"Ppp2r2c.5",2.91709601555907e-22,0.60454650149951,0.953,0.92,9.41784448623245e-18,"5","Ppp2r2c"
