"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Dnmt1.1",1.95669048602151e-33,1.74109548059843,0.643,0.376,6.31717523412045e-29,"5","Dnmt1"
"Polb.4",2.30363787832022e-33,1.31292846622866,0.779,0.626,7.43729489015685e-29,"5","Polb"
"Tmem181a.4",2.35501366770454e-33,1.56876949235782,0.715,0.477,7.6031616261841e-29,"5","Tmem181a"
"Tulp4.3",2.90529711985042e-33,1.06753600688937,0.864,0.761,9.37975175143710e-29,"5","Tulp4"
"Smg5.3",2.98816136232749e-33,1.60013052059819,0.698,0.483,9.6472789582743e-29,"5","Smg5"
"Atp9a.1",3.00774940505097e-33,0.72818824252224,0.953,0.944,9.71051895420704e-29,"5","Atp9a"
"Rnf19b.4",3.57179569371916e-33,1.39517355923071,0.723,0.465,1.15315423971723e-28,"5","Rnf19b"
"Mms19.2",3.79053092838369e-33,1.96843074659713,0.57,0.287,1.22377291022867e-28,"5","Mms19"
"Irf3.2",3.98586978159252e-33,1.88731256958566,0.609,0.338,1.28683805898714e-28,"5","Irf3"
"Gnb5.4",4.00360281196845e-33,1.1121958348967,0.855,0.722,1.29256316784401e-28,"5","Gnb5"
"Nxf1.1",5.18008503411993e-33,1.56588530697137,0.715,0.483,1.67239045326562e-28,"5","Nxf1"
"Tubb4a.4",5.44162319730382e-33,0.550896752173136,0.996,0.985,1.75682804924954e-28,"5","Tubb4a"
"Paxbp1.4",6.7535434830143e-33,1.49699529622685,0.719,0.475,2.18038151349117e-28,"5","Paxbp1"
"Atg2a.2",7.17836099669599e-33,1.79012838875462,0.638,0.372,2.3175338477833e-28,"5","Atg2a"
"Eif4h.1",7.97511563656194e-33,0.679630341998657,0.979,0.968,2.57476608326402e-28,"5","Eif4h"
"Amph.3",8.14809842243508e-33,0.955792346003174,0.898,0.791,2.63061357568316e-28,"5","Amph"
"Ddx46.3",8.85113624729802e-33,1.63361504796583,0.702,0.468,2.85758933744017e-28,"5","Ddx46"
"Myo9b.1",9.05827754868022e-33,1.93967090460581,0.583,0.311,2.92446490659141e-28,"5","Myo9b"
"Aars2.4",1.21215849833277e-32,1.90138307927751,0.604,0.337,3.91345371186735e-28,"5","Aars2"
"Crtc1.2",1.21618515773049e-32,1.33713122112152,0.796,0.617,3.92645378173288e-28,"5","Crtc1"
"Clk4.1",1.25161227595418e-32,1.59924439229187,0.706,0.491,4.04083023291806e-28,"5","Clk4"
"Resp18.3",1.26834545767775e-32,-1.68236498329882,0.468,0.78,4.09485331011262e-28,"5","Resp18"
"Ccnt2.3",1.32959321607509e-32,1.77996530232498,0.638,0.372,4.29259169809843e-28,"5","Ccnt2"
"Nrsn2.4",1.35095754708368e-32,-1.53663101285937,0.345,0.743,4.36156644075965e-28,"5","Nrsn2"
"Cirbp.4",1.60239065931827e-32,1.12780125696572,0.851,0.72,5.17331824360902e-28,"5","Cirbp"
"Smarca4.3",1.71876124397868e-32,1.08520050271177,0.86,0.739,5.54902067618516e-28,"5","Smarca4"
"Nedd8.3",1.90076861388221e-32,0.6407639336021,0.991,0.978,6.13663146991873e-28,"5","Nedd8"
"Mib2.3",2.47937857680295e-32,1.41354765117179,0.753,0.551,8.00467373520831e-28,"5","Mib2"
"Pde3b",3.09807838870302e-32,2.61958144825452,0.374,0.122,1.00021460779277e-27,"5","Pde3b"
"Celf1.5",3.36801167869702e-32,1.23628472538249,0.8,0.649,1.08736257046733e-27,"5","Celf1"
"Tpra1.3",3.37950117854849e-32,1.81911434906688,0.66,0.418,1.09107195549438e-27,"5","Tpra1"
"Arl6ip5.3",3.52571285142121e-32,1.02103753583397,0.851,0.744,1.13827639408134e-27,"5","Arl6ip5"
"Rps3a1.3",3.59340125655027e-32,-0.495254835335063,0.974,1,1.16012959567725e-27,"5","Rps3a1"
"B3gat1.4",3.63527196385642e-32,-1.65152142318358,0.221,0.675,1.17364755353105e-27,"5","B3gat1"
"Tmod1.3",4.30837632775289e-32,1.66175191344823,0.63,0.349,1.39095929741502e-27,"5","Tmod1"
"Rps3.2",4.30964095159718e-32,-0.532674113582212,0.974,1,1.39136758122315e-27,"5","Rps3"
"Rtel1.1",4.44841108043958e-32,2.32864848839958,0.421,0.154,1.43616951731992e-27,"5","Rtel1"
"Ndufv3.4",4.46070594032277e-32,0.649658424332477,0.983,0.976,1.4401389128332e-27,"5","Ndufv3"
"Epn2.4",4.53634836270541e-32,1.08909556757399,0.834,0.697,1.46456006889944e-27,"5","Epn2"
"Zmynd11.2",4.55190869312443e-32,1.20880438068236,0.851,0.691,1.46958372157522e-27,"5","Zmynd11"
"Get4.2",4.64887103313592e-32,1.20988662838115,0.804,0.633,1.50088801304793e-27,"5","Get4"
"Dhx16.2",4.65153011407137e-32,1.94959307075139,0.566,0.287,1.50174649732794e-27,"5","Dhx16"
"Tspan17.3",4.78521320794138e-32,1.39313931144336,0.732,0.502,1.54490608418387e-27,"5","Tspan17"
"Ak4.2",5.1099009121086e-32,1.74592083601534,0.634,0.361,1.64973150947426e-27,"5","Ak4"
"Safb2.2",5.19954630822709e-32,1.64852328904877,0.698,0.481,1.67867352561112e-27,"5","Safb2"
"Wdfy3.3",5.26734481378041e-32,1.13816645297112,0.864,0.712,1.70056227312901e-27,"5","Wdfy3"
"Atp13a1.2",5.83699567877492e-32,1.58267884228135,0.689,0.442,1.88447405489248e-27,"5","Atp13a1"
"Gtpbp2.1",6.97609970555221e-32,1.562178443487,0.711,0.481,2.25223378993753e-27,"5","Gtpbp2"
"Chkb.3",7.13776848209216e-32,1.73839375207929,0.66,0.413,2.30442855444345e-27,"5","Chkb"
"Gm45605",7.31993405351804e-32,3.13841631487369,0.272,0.065,2.3632407091783e-27,"5","Gm45605"
"Ccdc74a.4",7.71754962102191e-32,1.64134341704333,0.677,0.439,2.49161089514692e-27,"5","Ccdc74a"
"Stub1.4",7.89463375170816e-32,0.875690445376529,0.906,0.855,2.54878250673898e-27,"5","Stub1"
"Rpl13.2",8.03829649746555e-32,-0.382057896213685,1,1,2.59516402420675e-27,"5","Rpl13"
"Mfsd10.2",9.86844134834386e-32,2.01458154695732,0.528,0.254,3.18602628931281e-27,"5","Mfsd10"
"Trir.4",1.07840229217251e-31,0.93897318113504,0.902,0.843,3.48162180027894e-27,"5","Trir"
"Ddn.5",1.11479344845741e-31,-3.34854428532959,0.251,0.61,3.59911064834474e-27,"5","Ddn"
"Puf60.2",1.15362109741657e-31,0.890268758836781,0.936,0.84,3.72446571300941e-27,"5","Puf60"
"Cnnm1.4",1.16050624260157e-31,1.39241569266043,0.766,0.543,3.74669440423915e-27,"5","Cnnm1"
"Ccdc107.5",1.28405120100923e-31,1.45137564913504,0.74,0.538,4.1455593024583e-27,"5","Ccdc107"
"Ptpn5.3",1.36896671442246e-31,-2.06866025553273,0.179,0.597,4.41970903751291e-27,"5","Ptpn5"
"Msra.4",1.37990023812206e-31,1.49751364318007,0.677,0.434,4.45500791877709e-27,"5","Msra"
"D430019H16Rik.5",1.48927840857367e-31,-3.47335825024808,0.043,0.456,4.8081353420801e-27,"5","D430019H16Rik"
"Adora1.2",1.52652400477503e-31,1.14758970720618,0.817,0.69,4.9283827494162e-27,"5","Adora1"
"Mprip.4",1.55932446850605e-31,0.796270377796829,0.94,0.875,5.03427904657178e-27,"5","Mprip"
"Cdc7",1.58009479356324e-31,2.44247061639989,0.426,0.162,5.10133604101893e-27,"5","Cdc7"
"Chrd.3",1.64211335404346e-31,1.77056462719265,0.596,0.319,5.30156296352931e-27,"5","Chrd"
"Mgat4b.3",1.79540926156291e-31,1.32873118947083,0.745,0.537,5.79647880095586e-27,"5","Mgat4b"
"Mapk11.4",2.06919035516355e-31,2.01863910573808,0.549,0.276,6.68038106164553e-27,"5","Mapk11"
"Rpl32.1",2.10892916771352e-31,-0.44666281561541,0.996,1,6.8086778179631e-27,"5","Rpl32"
"Phf20l1.3",2.23775340827462e-31,1.5482777205201,0.702,0.465,7.2245868786146e-27,"5","Phf20l1"
"Srrt.1",2.31782499956425e-31,1.34900863042421,0.779,0.651,7.48309801109319e-27,"5","Srrt"
"Hexdc.2",2.77973622150005e-31,1.89638386113756,0.574,0.302,8.97437839111292e-27,"5","Hexdc"
"Cited2.5",2.92042784344961e-31,1.35082762283611,0.745,0.523,9.42860129257706e-27,"5","Cited2"
"Rec8.1",3.15667855893233e-31,2.16295177764783,0.447,0.172,1.0191336727513e-26,"5","Rec8"
"Pkm.4",3.26612330477316e-31,0.418409150008161,1,0.999,1.05446790894601e-26,"5","Pkm"
"Cdk14.3",3.28740398804672e-31,-1.71769734586838,0.213,0.645,1.06133837754088e-26,"5","Cdk14"
"Nfib.3",3.80700051299087e-31,1.1979972316547,0.83,0.666,1.2290901156191e-26,"5","Nfib"
"Sgsm1.3",4.1722507640245e-31,1.57669738312368,0.706,0.484,1.34701115916531e-26,"5","Sgsm1"
"Zfp653.2",4.4719231378719e-31,2.23111078841287,0.489,0.221,1.44376038506194e-26,"5","Zfp653"
"Ndufa4.3",5.43314858406678e-31,0.376337095557429,1,1,1.75409202036596e-26,"5","Ndufa4"
"Zfp385b.3",6.21052207862462e-31,2.02884063312976,0.506,0.229,2.00506705308396e-26,"5","Zfp385b"
"Nfx1.3",6.8842903865399e-31,1.35852009737575,0.728,0.522,2.22259315129441e-26,"5","Nfx1"
"Ghitm.3",7.03189429802884e-31,0.633614041508339,0.97,0.957,2.27024707411861e-26,"5","Ghitm"
"Btbd1.1",7.50424704469465e-31,-1.32717182864864,0.311,0.748,2.42274615837967e-26,"5","Btbd1"
"Sub1.4",7.84733438152649e-31,-0.868714423675025,0.804,0.942,2.53351190507583e-26,"5","Sub1"
"Rpl35.3",7.88215530008909e-31,-0.623531136095073,0.923,0.991,2.54475383863376e-26,"5","Rpl35"
"Cdipt.4",8.29051449720285e-31,0.97034523999986,0.872,0.803,2.67659260542194e-26,"5","Cdipt"
"Ank2.4",9.03688107000148e-31,0.695498793327571,0.962,0.944,2.91755705344998e-26,"5","Ank2"
"6720427I07Rik",9.24554207063373e-31,2.49520869747372,0.366,0.12,2.9849232575041e-26,"5","6720427I07Rik"
"Rab4a.2",9.81754204589415e-31,1.16632387270548,0.813,0.669,3.16959344951693e-26,"5","Rab4a"
"Epn3.1",1.07750638123921e-30,2.12249567417103,0.421,0.15,3.47872935183079e-26,"5","Epn3"
"Grb2.4",1.13656839408329e-30,0.959732322132445,0.889,0.799,3.66941106029792e-26,"5","Grb2"
"Ptn.3",1.1642892587111e-30,-0.998331044659764,0.689,0.938,3.7589078717488e-26,"5","Ptn"
"Tmem51",1.17559724019725e-30,2.48296058559336,0.379,0.131,3.79541568997681e-26,"5","Tmem51"
"Tmem208.1",1.2156459734991e-30,1.36688557498647,0.766,0.598,3.92471302544185e-26,"5","Tmem208"
"Nxn.4",1.29589909262267e-30,1.84372062305152,0.553,0.276,4.18381022053229e-26,"5","Nxn"
"Grm5.3",1.43540260243616e-30,-2.73086040456773,0.072,0.488,4.63419730196515e-26,"5","Grm5"
"Rps9.4",1.57611216525592e-30,-0.568233615811364,0.966,0.999,5.08847812552875e-26,"5","Rps9"
"Arhgef1.2",1.77801962245642e-30,1.76623554553632,0.651,0.413,5.74033635110056e-26,"5","Arhgef1"
"Igsf21.4",1.7837783607557e-30,1.55301913406423,0.651,0.405,5.75892843769978e-26,"5","Igsf21"
"Gpm6b.4",1.7949088103173e-30,-0.804012011964504,0.919,0.997,5.7948630941094e-26,"5","Gpm6b"
"Dnmt3a.1",1.84447756803812e-30,1.57139696966928,0.685,0.454,5.95489582841108e-26,"5","Dnmt3a"
"Cdk19.3",1.85008830435005e-30,1.39658070387682,0.745,0.57,5.97301009059415e-26,"5","Cdk19"
"Jph3.4",1.89404832765287e-30,1.19108771345631,0.826,0.69,6.11493502582728e-26,"5","Jph3"
"Rnf157.3",1.92810513039561e-30,-1.38085011336667,0.353,0.753,6.22488741348222e-26,"5","Rnf157"
"Iqsec3.3",1.96312456390279e-30,-2.17847891978544,0.136,0.563,6.33794765456017e-26,"5","Iqsec3"
"Itfg2.4",2.02747743895638e-30,1.85077907973468,0.553,0.279,6.54571091167068e-26,"5","Itfg2"
"Tnrc6a.3",2.13807836421543e-30,1.40680972125485,0.719,0.485,6.90278599886951e-26,"5","Tnrc6a"
"Nr1d2.3",2.15753210213498e-30,1.15447811414329,0.821,0.703,6.96559239174279e-26,"5","Nr1d2"
"Haghl.4",2.24081268304975e-30,0.844289635905236,0.911,0.821,7.23446374722612e-26,"5","Haghl"
"Dkk3.5",2.38236934949027e-30,-3.45341706162566,0.072,0.469,7.69147944482934e-26,"5","Dkk3"
"Ccdc22.1",2.50931959691447e-30,1.83765977543927,0.587,0.318,8.10133831863838e-26,"5","Ccdc22"
"Firre.1",2.58919293176971e-30,1.94280458162906,0.545,0.275,8.3592093802185e-26,"5","Firre"
"Vstm2l.4",3.69381336762502e-30,-1.82616344671739,0.251,0.652,1.19254764573774e-25,"5","Vstm2l"
"Pan2.3",4.01760926285143e-30,2.08279048672442,0.502,0.23,1.29708515051159e-25,"5","Pan2"
"Abcc5.3",4.22517128187201e-30,1.29321840558572,0.791,0.625,1.36409654835238e-25,"5","Abcc5"
"Zfp335.2",4.96539305914183e-30,2.07814720422202,0.553,0.296,1.60307714914394e-25,"5","Zfp335"
"Safb.3",5.30277485238567e-30,1.33638128219495,0.783,0.655,1.71200086109271e-25,"5","Safb"
"Rbm33.3",5.51986910018482e-30,1.77667443733876,0.617,0.363,1.78208973899467e-25,"5","Rbm33"
"Fhl1.2",6.12282563092718e-30,1.17438433238477,0.804,0.621,1.97675425494484e-25,"5","Fhl1"
"Trpm3.4",6.19069286554135e-30,1.23640583746148,0.766,0.558,1.99866519164003e-25,"5","Trpm3"
"Shprh.3",6.33089941895688e-30,1.79593769039719,0.596,0.331,2.04393087741023e-25,"5","Shprh"
"2310022B05Rik.5",6.33738654439299e-30,-1.4611794501708,0.336,0.753,2.04602524585728e-25,"5","2310022B05Rik"
"Stard10.3",6.45653396637975e-30,1.2712470109829,0.779,0.605,2.0844919910457e-25,"5","Stard10"
"Shank3.3",6.46706536744172e-30,1.15447735784832,0.826,0.649,2.08789205387856e-25,"5","Shank3"
"Dynlt1a",6.53863956989214e-30,2.45739441127799,0.426,0.17,2.11099978513968e-25,"5","Dynlt1a"
"Prpf39.3",6.69371917036314e-30,1.98251920052284,0.532,0.269,2.16106723415174e-25,"5","Prpf39"
"Ckb.3",7.40663848945667e-30,0.359140621335821,1,1,2.39123323632109e-25,"5","Ckb"
"Mal2.4",8.80189868944685e-30,-2.94288238605309,0.089,0.486,2.84169299188791e-25,"5","Mal2"
"Ube2e3.4",9.28639838153784e-30,1.08073015689527,0.826,0.765,2.99811371747949e-25,"5","Ube2e3"
"Slc50a1.1",9.82837951712994e-30,1.50752446751949,0.719,0.518,3.1730923271054e-25,"5","Slc50a1"
"Zfp445.4",9.9543342235169e-30,1.41938742266861,0.762,0.564,3.21375680406243e-25,"5","Zfp445"
"Fbxl5.1",1.00634898001405e-29,1.28321510996784,0.779,0.624,3.24899768197535e-25,"5","Fbxl5"
"Rnf208.2",1.00835762786161e-29,0.86954822405392,0.898,0.856,3.25548260155122e-25,"5","Rnf208"
"Grb7",1.04027592722391e-29,2.82669648300893,0.285,0.074,3.3585308310424e-25,"5","Grb7"
"Rpl27",1.05196259709536e-29,-0.502907920616628,0.953,0.998,3.39626124472236e-25,"5","Rpl27"
"Sema4f.3",1.11743035093103e-29,1.90841988975233,0.574,0.319,3.60762388798084e-25,"5","Sema4f"
"Pxk.1",1.14797224249476e-29,1.60058987268731,0.655,0.407,3.70622838489434e-25,"5","Pxk"
"Unc13c.3",1.14964594704232e-29,1.35391823361787,0.685,0.406,3.71163194002613e-25,"5","Unc13c"
"A930024E05Rik",1.28255325281146e-29,2.96742580861421,0.281,0.073,4.1407231767018e-25,"5","A930024E05Rik"
"Ttyh1",1.28328288115356e-29,-0.69994081880256,0.855,0.985,4.14307878180426e-25,"5","Ttyh1"
"Emc4.2",1.3027053557376e-29,0.814835463769408,0.949,0.855,4.20578424099885e-25,"5","Emc4"
"Snhg1.1",1.32177459997963e-29,1.71226588768658,0.621,0.393,4.26734929603425e-25,"5","Snhg1"
"Fubp1.3",1.40110162095957e-29,1.37000457352468,0.745,0.565,4.52345658326797e-25,"5","Fubp1"
"Zwint.5",1.47495599442817e-29,-0.804471284462316,0.932,0.982,4.76189542801134e-25,"5","Zwint"
"Ntrk2.3",1.48254282581347e-29,-0.769855203357535,0.821,0.959,4.7863895131388e-25,"5","Ntrk2"
"Pkia.1",1.6384225692734e-29,1.15343496151514,0.804,0.673,5.28964726489918e-25,"5","Pkia"
"Tmem59l.4",1.81446147627407e-29,0.726623662022488,0.97,0.915,5.85798887615084e-25,"5","Tmem59l"
"Slc24a3.3",2.10503579634003e-29,-1.66730517277945,0.243,0.663,6.79610806848377e-25,"5","Slc24a3"
"Nsmce4a.3",2.44378711275443e-29,1.25805161645979,0.749,0.581,7.88976669352769e-25,"5","Nsmce4a"
"Stat5b.4",3.12198683076457e-29,1.96037894140375,0.562,0.309,1.00793344831234e-24,"5","Stat5b"
"Tbkbp1.3",3.15130910313338e-29,1.55564060988781,0.681,0.467,1.01740014394661e-24,"5","Tbkbp1"
"Mapk7",3.55549185269072e-29,2.16678370727308,0.451,0.189,1.1478905446412e-24,"5","Mapk7"
"Myl6.1",4.16744830197249e-29,0.433874051982757,0.996,0.997,1.34546068429182e-24,"5","Myl6"
"Tmem47.3",4.19325263018417e-29,-1.21571175258802,0.391,0.796,1.35379161165496e-24,"5","Tmem47"
"Mmd.4",4.35403270985724e-29,-1.79947409510058,0.306,0.666,1.40569946037741e-24,"5","Mmd"
"Actr1b.4",4.81944388062883e-29,0.894421466591193,0.94,0.862,1.55595745686102e-24,"5","Actr1b"
"Slc6a11.3",4.86809951399937e-29,-1.908995931027,0.349,0.71,1.5716659280947e-24,"5","Slc6a11"
"Podxl2.3",5.38214931308065e-29,0.788526541975626,0.94,0.89,1.73762690572809e-24,"5","Podxl2"
"Pcmtd2.3",5.90392263782942e-29,1.50040008819973,0.715,0.497,1.90608142362323e-24,"5","Pcmtd2"
"Clip1.4",6.03928832214563e-29,1.33497714486438,0.762,0.566,1.94978423480472e-24,"5","Clip1"
"Med12.2",7.15688262544911e-29,1.95479431843573,0.523,0.256,2.31059955562624e-24,"5","Med12"
"Pcif1",8.14832904378297e-29,1.17563056269187,0.791,0.652,2.63068803178533e-24,"5","Pcif1"
"Mapk14.3",8.7684966274847e-29,1.35074834382341,0.762,0.569,2.83090913618344e-24,"5","Mapk14"
"Nrbp2.3",1.01371832507017e-28,1.00972142450474,0.864,0.769,3.27278961248903e-24,"5","Nrbp2"
"Ndrg4.2",1.12636557514732e-28,-0.674343666512347,0.983,0.987,3.63647125936313e-24,"5","Ndrg4"
"Pank4.3",1.22707505094657e-28,1.75975211403465,0.617,0.367,3.961611801981e-24,"5","Pank4"
"Pcdh7.4",1.2505462076938e-28,-2.09898457576437,0.106,0.525,4.03738843153944e-24,"5","Pcdh7"
"Plpp3.3",1.26027202172883e-28,-0.99217545131266,0.672,0.912,4.06878822215154e-24,"5","Plpp3"
"Pip5k1c.4",1.34264376021055e-28,0.957830968685474,0.881,0.788,4.33472537983977e-24,"5","Pip5k1c"
"Pcbp2.2",1.39864912612047e-28,0.688823236355561,0.962,0.954,4.51553870367995e-24,"5","Pcbp2"
"Dop1b.2",1.43226185787674e-28,1.48893210485682,0.694,0.496,4.62405740815507e-24,"5","Dop1b"
"Cnnm3.1",1.48373172602374e-28,1.87697259679577,0.574,0.316,4.79022787746765e-24,"5","Cnnm3"
"Hipk1.2",1.53141698133738e-28,1.20282224590797,0.8,0.676,4.94417972424774e-24,"5","Hipk1"
"Mbd6.2",1.58975143330206e-28,1.73683082287552,0.583,0.327,5.13251250241569e-24,"5","Mbd6"
"Supt5.2",1.62859257347964e-28,1.14180122764788,0.817,0.691,5.257911123479e-24,"5","Supt5"
"Galnt9.4",1.65602482548212e-28,1.31594442280457,0.74,0.547,5.34647614906901e-24,"5","Galnt9"
"Fam193b.2",1.74545266128161e-28,1.47975611794986,0.711,0.53,5.63519391694767e-24,"5","Fam193b"
"A330023F24Rik.4",1.87712027660235e-28,1.92873938897039,0.57,0.321,6.06028281301068e-24,"5","A330023F24Rik"
"Dnm1l.2",2.15872534370516e-28,0.969646469031275,0.872,0.749,6.96944477215212e-24,"5","Dnm1l"
"Tnfrsf12a.1",2.22546625173976e-28,2.05520229427584,0.455,0.189,7.18491779374182e-24,"5","Tnfrsf12a"
"Aqp6.1",2.26637226115389e-28,2.65700426019366,0.26,0.062,7.31698284513532e-24,"5","Aqp6"
"Atp5b.4",2.27963505056803e-28,0.380553163012554,1,1,7.35980176075889e-24,"5","Atp5b"
"Tbc1d8.1",2.89110594645302e-28,2.22555929335759,0.426,0.174,9.33393554812357e-24,"5","Tbc1d8"
"Banf1.1",2.9153939264483e-28,1.00696346870853,0.838,0.719,9.41234929153833e-24,"5","Banf1"
"Chmp2a",2.99663655084986e-28,0.841189760358274,0.898,0.86,9.67464110441876e-24,"5","Chmp2a"
"Bclaf1.2",3.28914958654555e-28,1.40079008126049,0.732,0.534,1.06190194401623e-23,"5","Bclaf1"
"Tmem151b.4",3.41855244046324e-28,1.18253987550714,0.8,0.633,1.10367965540356e-23,"5","Tmem151b"
"Ipcef1.5",3.52121404501842e-28,1.9069104093496,0.553,0.284,1.1368239544342e-23,"5","Ipcef1"
"Arf5.1",4.3541170796643e-28,0.863431720678522,0.877,0.833,1.40572669916962e-23,"5","Arf5"
"Cers6.4",4.54411578268289e-28,2.03561846500338,0.506,0.25,1.46706778043917e-23,"5","Cers6"
"Atp6v0e2.2",5.48974889895699e-28,0.68401050164604,0.97,0.937,1.77236543202826e-23,"5","Atp6v0e2"
"Mmp23",5.59167292510952e-28,2.80516578683515,0.251,0.06,1.80527160387161e-23,"5","Mmp23"
"Lingo1.4",6.82919695642767e-28,-1.63532957927764,0.353,0.7,2.20480623738267e-23,"5","Lingo1"
"Mirt1",7.30221737762748e-28,2.9471813998864,0.264,0.068,2.35752088036703e-23,"5","Mirt1"
"Cldn10.2",7.49365410722182e-28,-1.3373906242272,0.323,0.735,2.41932622851657e-23,"5","Cldn10"
"Lhfp.4",7.65972697305877e-28,1.42311600963287,0.694,0.457,2.47294285325202e-23,"5","Lhfp"
"Lrrc49.3",8.09922035844436e-28,1.18637934892446,0.749,0.58,2.61483329272376e-23,"5","Lrrc49"
"Lmnb2",8.55874832648211e-28,2.13536218230081,0.455,0.205,2.76319189720475e-23,"5","Lmnb2"
"Zfp706.1",1.08062055691794e-27,0.674471425147581,0.932,0.938,3.48878346800958e-23,"5","Zfp706"
"Gm15510",1.22744790130724e-27,2.63405190395073,0.298,0.087,3.96281554937043e-23,"5","Gm15510"
"Prdx6.3",1.32405804911903e-27,-0.891666752769515,0.723,0.959,4.27472141158079e-23,"5","Prdx6"
"2300009A05Rik.3",1.46939210325941e-27,1.1835573985131,0.762,0.59,4.74393240537301e-23,"5","2300009A05Rik"
"Rcn2.3",1.49879215156485e-27,-1.03843709400482,0.532,0.861,4.83885046132711e-23,"5","Rcn2"
"Tmem179.4",1.61919162892185e-27,-1.78234938667357,0.157,0.563,5.22756017397421e-23,"5","Tmem179"
"Chfr.3",1.71698134500773e-27,1.97159951249764,0.515,0.267,5.54327427235747e-23,"5","Chfr"
"S100a1.4",1.71767887242559e-27,-0.864718500786657,0.689,0.95,5.545526239626e-23,"5","S100a1"
"Aup1.1",1.79076965242631e-27,1.40344885501975,0.715,0.569,5.78149982285834e-23,"5","Aup1"
"Grin2b.4",1.80525498884329e-27,-3.57653525722062,0.026,0.399,5.82826573148057e-23,"5","Grin2b"
"Cpne6.4",1.87288691127248e-27,-2.47301509912473,0.162,0.538,6.04661539304321e-23,"5","Cpne6"
"Tyk2",1.89095057357877e-27,2.15401587896797,0.396,0.151,6.10493392679905e-23,"5","Tyk2"
"Chd3.3",1.8965982137608e-27,-1.08246875315053,0.502,0.82,6.12316733312674e-23,"5","Chd3"
"Kalrn.4",1.99686087111362e-27,-2.07838311865382,0.174,0.555,6.44686532239031e-23,"5","Kalrn"
"Rabggtb.3",2.20327606984408e-27,1.36192286377902,0.74,0.552,7.1132767914916e-23,"5","Rabggtb"
"Reep2.4",2.51898974591143e-27,0.85874761783357,0.906,0.796,8.13255839467505e-23,"5","Reep2"
"Fdxr.3",2.71247170380853e-27,1.86022944605927,0.536,0.284,8.75721489574583e-23,"5","Fdxr"
"Rpl18a.3",3.49117056333378e-27,-0.449011746072033,0.983,1,1.12712441637231e-22,"5","Rpl18a"
"Rph3a.3",3.61414513211937e-27,0.811966680502632,0.945,0.838,1.16682675590474e-22,"5","Rph3a"
"Jarid2.3",3.74287755706011e-27,1.86350056619706,0.557,0.313,1.20838801929686e-22,"5","Jarid2"
"Lemd2.1",3.77448261320073e-27,1.6192160009747,0.626,0.398,1.21859171167186e-22,"5","Lemd2"
"Atp2a2.4",3.94351876388778e-27,0.483709301802185,0.991,0.988,1.27316503292117e-22,"5","Atp2a2"
"1500011B03Rik.2",4.03414667749025e-27,0.803463635249512,0.928,0.846,1.30242425482773e-22,"5","1500011B03Rik"
"Pde10a.3",4.12900925448448e-27,1.71680741004063,0.587,0.355,1.33305063781032e-22,"5","Pde10a"
"Cpeb4.4",4.21966332031496e-27,1.24981230765754,0.753,0.583,1.36231830296368e-22,"5","Cpeb4"
"2900052N01Rik.5",4.31187281387455e-27,-3.6777278668797,0.03,0.395,1.3920881379594e-22,"5","2900052N01Rik"
"Tob2.1",5.17688385020181e-27,1.83128422974058,0.485,0.23,1.67135695103766e-22,"5","Tob2"
"Mapk8ip3.2",5.84339472285614e-27,0.697298169000332,0.949,0.918,1.8865399862741e-22,"5","Mapk8ip3"
"Spop.2",6.5819233581276e-27,0.910543428253477,0.877,0.818,2.1249739561715e-22,"5","Spop"
"Bag6.1",8.2636555441139e-27,0.812902696380697,0.885,0.855,2.66792119241717e-22,"5","Bag6"
"Rab15.3",8.28318405554475e-27,1.24754686325275,0.74,0.533,2.67422597233262e-22,"5","Rab15"
"Fam98c.2",8.39729255837909e-27,1.44218797359525,0.677,0.456,2.71106590247269e-22,"5","Fam98c"
"Gabarapl1.4",8.41717564985899e-27,-0.71237705526324,0.843,0.967,2.71748515855698e-22,"5","Gabarapl1"
"Cnot1.3",8.79088831776026e-27,1.27236893261274,0.732,0.58,2.8381382933889e-22,"5","Cnot1"
"Hexb.3",8.96793960597028e-27,-1.43370670049656,0.349,0.738,2.89529930178751e-22,"5","Hexb"
"Dok6.3",9.13216633980497e-27,-3.185372035848,0.034,0.404,2.94831990280604e-22,"5","Dok6"
"Polr2c.3",1.01801538280047e-26,1.11503809006695,0.817,0.703,3.28666266337131e-22,"5","Polr2c"
"Dmtf1.3",1.02366587149729e-26,1.73686865241529,0.574,0.334,3.30490526612899e-22,"5","Dmtf1"
"Itpr3",1.03496156191105e-26,2.52268764432949,0.289,0.083,3.34137340262982e-22,"5","Itpr3"
"Bex1.3",1.05368371739272e-26,1.13897300031132,0.796,0.635,3.40181788160239e-22,"5","Bex1"
"Pcgf6",1.07278918705685e-26,2.28717986227112,0.426,0.183,3.46349989041304e-22,"5","Pcgf6"
"Mfge8.5",1.19192258912774e-26,-1.42646128484861,0.396,0.734,3.8481220789989e-22,"5","Mfge8"
"Inha.4",1.19974274423447e-26,1.94338953768899,0.549,0.305,3.87336944976098e-22,"5","Inha"
"Maz.1",1.29886916697733e-26,0.980237643595876,0.843,0.716,4.19339910558631e-22,"5","Maz"
"Nup85.1",1.36401135197376e-26,1.65113199082293,0.591,0.351,4.40371064984728e-22,"5","Nup85"
